timestamp,max_turns,turn_count,approved,outcome,latency_ms,planner_proposal,reviewer_feedback,run
2026-09-14T02:33:30.161802,2,1,True,Valid first attempt,17442.32,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",19
2026-09-14T02:33:47.427364,2,1,True,Valid first attempt,17259.69,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",20
2026-09-14T02:34:04.699938,10,1,True,Valid first attempt,17268.16,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",1
2026-09-14T02:34:22.486181,10,1,True,Valid first attempt,17777.17,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",2
2026-09-14T02:34:40.077293,10,1,True,Valid first attempt,17580.49,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",3
2026-09-14T02:34:57.345207,10,1,True,Valid first attempt,17261.37,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",4
2026-09-14T02:35:14.749246,10,1,True,Valid first attempt,17398.22,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",5
2026-09-14T02:35:32.235666,10,1,True,Valid first attempt,17479.03,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",6
2026-09-14T02:35:49.504510,10,1,True,Valid first attempt,17261.76,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",7
2026-09-14T02:36:06.946760,10,1,True,Valid first attempt,17435.41,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",8
2026-09-14T02:36:24.383411,10,1,True,Valid first attempt,17430.53,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",9
2026-09-14T02:36:41.652832,10,1,True,Valid first attempt,17263.31,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",10
2026-09-14T02:36:58.927545,10,1,True,Valid first attempt,17268.63,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",11
2026-09-14T02:37:16.373006,10,1,True,Valid first attempt,17437.27,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",12
2026-09-14T02:37:34.309416,10,1,True,Valid first attempt,17921.53,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",13
2026-09-14T02:37:51.568273,10,1,True,Valid first attempt,17253.99,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",14
2026-09-14T02:38:09.020354,10,1,True,Valid first attempt,17448.8,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",15
2026-09-14T02:38:26.287471,10,1,True,Valid first attempt,17253.08,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",16
2026-09-14T02:38:43.550356,10,1,True,Valid first attempt,17256.22,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",17
2026-09-14T02:39:00.838723,10,1,True,Valid first attempt,17280.71,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",18
2026-09-14T02:39:18.257730,10,1,True,Valid first attempt,17405.0,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",19
2026-09-14T02:39:35.860998,10,1,True,Valid first attempt,17595.88,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",20
